CustomerID,Age,EmploymentStatus,AnnualIncomeUSD,FICOScore,LatePayments12M,MaxDaysPastDue12M,MonthsSinceLastDelinquency,AccountTenureMonths,UtilizationRatePct,PaymentHistoryScore,DefaultNext12M
IND0000839,55,Self_Employed,126564,610,3,40,16,286,33.5,81,0
IND0000840,38,Employed_PT,72854,663,0,0,121,121,21.7,85,0
IND0000841,40,Employed_FT,38139,504,9,83,5,38,39.4,32,1
IND0000842,50,Self_Employed,87704,709,0,0,158,158,45.5,88,0
IND0000843,25,Employed_FT,100713,689,0,0,10,10,50.8,75,0
IND0000844,46,Unemployed,8861,667,0,0,72,72,41.8,86,0
IND0000845,43,Employed_PT,49190,753,0,0,106,106,14.2,100,0
IND0000846,48,Employed_PT,27566,497,4,103,9,19,66.1,35,1
IND0000847,45,Employed_FT,107030,632,0,0,74,74,37.4,83,0
IND0000848,75,Retired,27510,666,0,0,135,135,40.7,84,1
IND0000849,32,Employed_FT,33256,622,0,0,79,79,51.5,77,0
IND0000850,34,Unemployed,11428,461,5,104,0,14,79.1,41,1
IND0000851,32,Employed_FT,62242,702,0,0,68,68,49.5,84,0
IND0000852,33,Employed_FT,64696,756,0,0,85,85,13.9,100,0
IND0000853,32,Employed_FT,90547,782,0,0,86,86,8.7,100,0
IND0000854,58,Employed_FT,45532,649,0,0,67,67,39.4,87,0
IND0000855,61,Employed_FT,43278,737,0,0,130,130,33.9,100,0
IND0000856,33,Contract,38547,710,0,0,35,35,38.7,92,0
IND0000857,29,Self_Employed,57971,759,0,0,32,32,13.2,97,0
IND0000858,48,Contract,43575,692,0,0,84,84,32.7,83,0
IND0000859,33,Contract,79950,478,7,26,4,36,64.4,36,1
IND0000860,50,Employed_FT,98958,720,0,0,117,117,30.6,97,0
IND0000861,44,Employed_FT,76709,577,5,61,0,201,49.8,58,1
IND0000862,20,Student,13644,513,7,87,0,10,53,44,1
IND0000863,63,Unemployed,10409,695,0,0,161,161,16.4,96,0
IND0000864,66,Retired,31104,686,0,0,171,171,34,90,0
IND0000865,32,Employed_FT,36378,647,2,7,23,35,28.7,82,0
IND0000866,36,Employed_FT,49628,712,0,0,87,87,19.6,97,0
IND0000867,45,Employed_FT,63563,627,2,34,19,73,39.8,73,0
IND0000868,46,Employed_FT,41870,739,0,0,167,167,9.9,97,0
IND0000869,50,Employed_FT,75095,729,0,0,185,185,34.7,91,0
IND0000870,69,Employed_FT,78651,765,0,0,126,126,6.6,100,0
IND0000871,39,Contract,39166,709,0,0,126,126,16.5,83,0
IND0000872,30,Employed_FT,101390,655,0,0,79,79,39.4,87,0
IND0000873,22,Employed_PT,7915,640,0,0,13,13,43.3,82,0
IND0000874,31,Contract,37402,697,0,0,102,102,16.2,86,0
IND0000875,41,Employed_FT,20994,623,0,0,57,57,26.9,74,0
IND0000876,66,Employed_PT,38993,675,0,0,179,179,27.6,80,0
IND0000877,34,Employed_FT,94943,739,0,0,109,109,3.2,100,0
IND0000878,44,Self_Employed,28690,538,3,180,2,98,39.8,55,1
IND0000879,41,Self_Employed,32772,652,0,0,82,82,41,89,0
IND0000880,58,Self_Employed,31457,777,0,0,82,82,18.8,100,0
IND0000881,76,Self_Employed,87968,718,0,0,87,87,25.8,94,0
IND0000882,34,Employed_FT,58104,759,0,0,126,126,1.1,99,0
IND0000883,34,Employed_FT,51843,650,0,0,27,27,42.4,72,0
IND0000884,56,Employed_FT,55074,648,0,0,188,188,49.4,82,0
IND0000885,51,Contract,26847,604,0,0,213,213,45.9,70,0
IND0000886,67,Retired,90210,797,0,0,281,281,0,100,0
IND0000887,49,Contract,55049,597,0,0,39,39,46.1,69,0
IND0000888,36,Employed_FT,39980,733,0,0,36,36,10.1,98,0
IND0000889,49,Employed_FT,45570,549,7,48,0,82,23,47,0
IND0000890,57,Employed_PT,26383,789,0,0,187,187,0,100,0
IND0000891,52,Employed_FT,165217,836,0,0,171,171,0,100,0
IND0000892,48,Employed_FT,79785,548,4,44,0,48,66.2,36,1
IND0000893,56,Employed_FT,61190,657,0,0,57,57,35.8,85,0
IND0000894,57,Employed_FT,169227,782,0,0,265,265,9.8,100,0
IND0000895,60,Self_Employed,200541,762,0,0,12,12,21.7,100,0
IND0000896,50,Self_Employed,70412,753,0,0,295,295,19.2,100,0
IND0000897,39,Employed_FT,50674,715,0,0,117,117,24.6,86,0
IND0000898,43,Employed_FT,68746,805,0,0,161,161,0,100,0
IND0000899,58,Employed_FT,48183,703,0,0,126,126,39.9,99,0
IND0000900,30,Employed_FT,117070,553,3,52,0,5,53.1,54,0
IND0000901,46,Student,8755,672,0,0,174,174,47.5,92,0
IND0000902,35,Contract,69035,443,10,180,0,33,54.7,18,1
IND0000903,41,Employed_FT,104694,812,0,0,79,79,0,100,0
IND0000904,59,Employed_FT,60037,658,0,0,213,213,48.5,92,0
IND0000905,44,Unemployed,38368,720,0,0,44,44,22.7,97,0
IND0000906,42,Employed_FT,31166,659,0,0,61,61,31.4,82,0
IND0000907,22,Employed_PT,25408,662,0,0,28,28,37.4,76,0
IND0000908,51,Employed_PT,22271,492,5,122,0,159,70.3,39,1
IND0000909,50,Employed_FT,113644,750,0,0,38,38,35.2,95,0
IND0000910,71,Retired,64996,826,0,0,133,133,0,100,0
IND0000911,37,Student,5185,612,0,0,23,23,56.5,78,0
IND0000912,44,Self_Employed,129633,626,0,0,72,72,28.7,68,1
IND0000913,44,Employed_FT,90038,742,0,0,158,158,25.8,93,0
IND0000914,63,Employed_FT,40134,548,5,38,9,100,43.1,60,0
IND0000915,40,Employed_FT,62739,797,0,0,126,126,16.1,96,0
IND0000916,45,Employed_PT,15785,585,0,0,44,44,49.3,82,0
IND0000917,50,Employed_FT,57615,669,0,0,179,179,32.9,89,0
IND0000918,44,Employed_FT,73247,736,0,0,29,29,35,94,0
IND0000919,35,Unemployed,8548,547,6,75,0,74,46.9,49,1
IND0000920,44,Employed_FT,50806,639,0,0,70,70,19.9,85,0
IND0000921,56,Employed_FT,36200,687,0,0,55,55,24.8,92,0
IND0000922,27,Employed_FT,54119,532,0,0,44,44,71.4,61,1
IND0000923,43,Employed_FT,32883,759,0,0,132,132,14.5,100,0
IND0000924,31,Employed_FT,62161,637,0,0,70,70,17.2,81,0
IND0000925,58,Unemployed,5000,637,0,0,152,152,32.7,78,0
IND0000926,20,Unemployed,9670,605,1,26,0,3,50.5,61,0
IND0000927,33,Employed_FT,68174,777,0,0,64,64,12.9,100,0
IND0000928,46,Employed_FT,86174,776,0,0,139,139,9.5,100,0
IND0000929,63,Self_Employed,156489,802,0,0,81,81,0,100,0
IND0000930,40,Employed_FT,97274,644,0,0,85,85,36.4,68,0
IND0000931,33,Employed_FT,30901,678,2,16,42,92,5.9,88,0
IND0000932,67,Employed_PT,38549,709,0,0,58,58,12.2,90,0
IND0000933,21,Student,42382,715,0,0,19,19,35.8,93,0
IND0000934,18,Student,15278,712,1,26,3,3,35.9,83,0
IND0000935,47,Employed_FT,43621,643,0,0,237,237,25.7,83,0
IND0000936,34,Employed_FT,59468,618,2,113,19,127,31.9,81,1
IND0000937,27,Employed_FT,46931,596,2,28,10,48,57.1,63,0
IND0000938,51,Employed_FT,40968,723,0,0,160,160,36.5,98,0
IND0000939,44,Employed_FT,105888,730,0,0,105,105,22.7,85,0
IND0000940,33,Self_Employed,80235,560,4,42,0,71,43,51,1
IND0000941,23,Employed_FT,35270,731,0,0,13,13,29.4,88,0
IND0000942,53,Employed_FT,60609,628,0,0,92,92,39.2,83,0
IND0000943,50,Self_Employed,51650,677,0,0,108,108,26.6,85,0
IND0000944,40,Unemployed,5198,737,0,0,54,54,25.3,94,0
IND0000945,67,Retired,25989,721,0,0,138,138,18.8,92,0
IND0000946,26,Employed_FT,34441,681,3,14,36,42,30.4,82,0
IND0000947,20,Employed_PT,23902,498,3,91,0,8,57.8,40,1
IND0000948,31,Employed_PT,21528,584,0,0,75,75,53.3,68,0
IND0000949,40,Employed_FT,46380,744,0,0,75,75,10.9,100,0
IND0000950,44,Employed_FT,52782,634,0,0,20,20,56.3,79,0
IND0000951,38,Employed_FT,85417,632,0,0,112,112,73.6,85,0
IND0000952,46,Employed_FT,87502,769,0,0,177,177,16.1,100,0
IND0000953,23,Employed_FT,81328,616,0,0,38,38,60.5,79,0
IND0000954,61,Employed_FT,69044,731,0,0,115,115,28.5,93,0
IND0000955,40,Contract,121234,736,0,0,114,114,27.3,96,0
IND0000956,57,Self_Employed,96387,721,0,0,125,125,30.1,89,0
IND0000957,46,Employed_FT,51568,685,0,0,34,34,31.2,75,0
IND0000958,47,Employed_FT,67034,692,0,0,133,133,30.4,85,0
IND0000959,49,Employed_FT,35340,530,9,180,0,100,37.9,32,0
IND0000960,47,Employed_FT,62293,751,0,0,140,140,24.9,88,0
IND0000961,50,Unemployed,15529,620,0,0,192,192,54.7,86,0
IND0000962,60,Retired,66089,778,0,0,152,152,14,100,0
IND0000963,44,Employed_FT,54294,711,0,0,156,156,32.2,94,0
IND0000964,51,Employed_FT,215266,644,0,0,135,135,52.1,77,0
IND0000965,40,Employed_FT,58739,677,0,0,116,116,21.6,93,0
IND0000966,61,Self_Employed,28122,685,0,0,216,216,24.4,97,0
IND0000967,32,Self_Employed,151640,775,0,0,82,82,14.8,100,0
IND0000968,66,Self_Employed,114721,723,0,0,63,63,24.4,87,0
IND0000969,40,Employed_PT,34951,695,0,0,68,68,45.7,90,0
IND0000970,21,Employed_PT,25471,762,0,0,20,20,0,100,0
IND0000971,43,Self_Employed,95170,736,0,0,231,231,16.1,98,0
IND0000972,31,Self_Employed,205031,829,0,0,76,76,1.7,100,0
IND0000973,53,Employed_FT,87967,764,0,0,62,62,13.5,100,0
IND0000974,32,Employed_FT,29029,603,0,0,89,89,39.8,80,0
IND0000975,35,Self_Employed,9401,747,0,0,36,36,2.1,100,0
IND0000976,18,Employed_PT,38500,733,0,0,4,4,16.1,100,0
IND0000977,35,Self_Employed,43624,801,0,0,105,105,7.9,100,0
IND0000978,18,Employed_FT,58465,736,0,0,2,2,12.8,92,0
IND0000979,19,Employed_FT,42729,722,0,0,5,5,22.9,98,0
IND0000980,52,Self_Employed,43346,681,0,0,46,46,46.5,89,0
IND0000981,52,Employed_FT,45870,637,0,0,129,129,45.1,73,0
IND0000982,47,Self_Employed,47244,639,0,0,53,53,31.5,82,0
IND0000983,27,Employed_FT,71177,420,10,50,4,24,61,9,1
IND0000984,40,Employed_FT,96236,762,0,0,60,60,0,100,0
IND0000985,41,Employed_FT,36939,660,1,19,17,93,34,87,0
IND0000986,25,Self_Employed,37629,765,0,0,30,30,12.7,100,0
IND0000987,62,Self_Employed,89581,663,0,0,162,162,39.4,71,0
IND0000988,53,Retired,78000,762,0,0,130,130,28.8,97,0
IND0000989,38,Employed_FT,97307,647,0,0,18,18,32.9,81,0
IND0000990,41,Employed_FT,36652,519,5,16,6,139,54.8,55,1
IND0000991,44,Employed_FT,122651,782,1,18,61,165,4.1,100,0
IND0000992,18,Student,5376,750,0,0,4,4,11.8,100,0
IND0000993,38,Employed_PT,29129,714,0,0,101,101,14,87,0
IND0000994,31,Employed_FT,76243,663,1,15,30,129,25,81,0
IND0000995,27,Self_Employed,19166,728,0,0,57,57,27.9,89,0
IND0000996,37,Self_Employed,245429,775,0,0,73,73,9.6,95,0
IND0000997,66,Retired,79305,628,4,22,12,100,25.6,70,0
IND0000998,50,Contract,73206,661,0,0,82,82,28.8,77,0
IND0000999,33,Employed_FT,48787,771,0,0,79,79,0.1,100,0
IND0001000,49,Employed_FT,87448,831,0,0,51,51,0,100,0
IND0001001,61,Unemployed,25832,787,0,0,32,32,9.2,100,0
IND0001002,54,Contract,31022,708,1,12,50,146,15.5,100,0
IND0001003,42,Employed_FT,58733,685,0,0,114,114,22.9,90,0
IND0001004,32,Employed_FT,85489,621,0,0,20,20,46,66,1
IND0001005,51,Employed_FT,33171,594,4,18,14,236,41.6,68,0
IND0001006,47,Employed_FT,74861,630,0,0,64,64,50.9,74,0
IND0001007,54,Retired,24697,850,0,0,204,204,0,100,0
IND0001008,50,Self_Employed,50877,832,0,0,84,84,0.1,100,0
IND0001009,56,Employed_FT,61989,773,0,0,135,135,5.8,97,0
IND0001010,34,Unemployed,14229,636,0,0,77,77,52.3,85,0
IND0001011,59,Employed_FT,58682,792,0,0,113,113,7.5,100,0
IND0001012,44,Employed_FT,68998,650,0,0,62,62,29.7,84,0
IND0001013,70,Employed_PT,22139,389,8,180,5,55,60.5,22,1
IND0001014,31,Contract,36085,699,0,0,22,22,30.7,80,1
IND0001015,65,Self_Employed,160020,702,0,0,53,53,36,82,0
IND0001016,44,Employed_FT,36709,591,2,53,16,89,46.7,67,1
IND0001017,32,Employed_PT,43138,672,0,0,101,101,24.2,76,0
IND0001018,34,Employed_FT,59288,632,0,0,51,51,61.4,83,0
IND0001019,37,Self_Employed,48379,704,0,0,178,178,20.1,91,0
IND0001020,47,Retired,24040,697,0,0,60,60,22,89,0
IND0001021,48,Employed_FT,33939,484,8,180,0,17,26.6,25,1
IND0001022,33,Employed_PT,24525,808,0,0,140,140,0,100,0
IND0001023,41,Employed_FT,55442,637,0,0,121,121,41.5,80,0
IND0001024,71,Retired,58069,644,0,0,165,165,38.2,85,0
IND0001025,65,Employed_FT,64523,678,0,0,46,46,31,86,0
IND0001026,47,Employed_FT,60675,686,0,0,98,98,35,90,0
IND0001027,42,Self_Employed,78069,810,0,0,133,133,14.2,100,0
IND0001028,43,Employed_FT,84455,725,0,0,169,169,27.9,100,0
IND0001029,50,Unemployed,19986,748,0,0,135,135,23.3,100,0
IND0001030,27,Employed_FT,32644,734,0,0,12,12,16.8,94,0
IND0001031,37,Employed_FT,57394,706,0,0,22,22,25.5,91,0
IND0001032,18,Student,25899,686,0,0,5,5,27.5,74,0
IND0001033,47,Unemployed,5000,426,7,67,0,107,79.4,19,1
IND0001034,50,Employed_PT,34622,694,0,0,98,98,33.3,93,1
IND0001035,34,Employed_PT,31654,774,0,0,84,84,8.5,100,0
IND0001036,63,Employed_FT,77374,850,0,0,282,282,0,100,0
IND0001037,24,Employed_FT,105167,489,6,85,1,40,54.6,37,1
IND0001038,20,Student,13820,706,0,0,16,16,36.5,92,0
IND0001039,44,Self_Employed,168196,707,0,0,133,133,41,82,0
IND0001040,56,Employed_FT,88827,827,0,0,133,133,0,100,0
IND0001041,65,Contract,66048,604,0,0,174,174,29.9,69,0
IND0001042,35,Employed_PT,24655,735,0,0,42,42,26.8,95,0
IND0001043,56,Employed_FT,48615,563,5,76,4,127,53.8,41,1
IND0001044,40,Employed_FT,75697,681,0,0,71,71,28.2,78,0
IND0001045,39,Employed_PT,39225,640,0,0,97,97,39,87,0
IND0001046,53,Employed_FT,103171,797,0,0,17,17,18.8,100,0
IND0001047,50,Employed_FT,73905,521,6,81,0,82,57.8,52,1
IND0001048,19,Student,6601,699,0,0,3,3,36.1,89,0
IND0001049,62,Self_Employed,49843,740,0,0,257,257,27.3,100,0
IND0001050,60,Employed_PT,57282,726,0,0,68,68,33.5,83,0
IND0001051,32,Employed_FT,28024,754,0,0,89,89,19.3,100,0
IND0001052,47,Employed_FT,68359,509,7,55,3,56,55.3,29,1
IND0001053,48,Employed_FT,70715,755,1,22,43,185,2.1,98,0
IND0001054,45,Employed_PT,47816,638,0,0,148,148,43.7,81,0
IND0001055,33,Employed_FT,83322,750,0,0,78,78,13.7,100,0
IND0001056,32,Employed_FT,47143,705,0,0,22,22,33.2,85,0
IND0001057,41,Unemployed,7730,638,2,45,24,62,42.4,69,1
IND0001058,57,Student,11856,636,0,0,52,52,46.4,78,0
IND0001059,49,Retired,59879,742,0,0,20,20,15.3,100,0
IND0001060,36,Contract,15553,765,0,0,105,105,0,100,0
IND0001061,52,Employed_FT,71625,636,1,29,24,231,38.4,78,0
IND0001062,18,Student,7023,591,0,0,6,6,61.5,65,0
IND0001063,57,Employed_FT,84858,769,0,0,228,228,16.6,100,0
IND0001064,18,Student,13367,533,0,0,3,3,68.7,58,1
IND0001065,36,Student,5133,465,8,98,2,36,55.1,36,1
IND0001066,25,Employed_PT,23086,472,8,180,2,31,38.8,31,1
IND0001067,23,Employed_PT,29377,645,0,0,36,36,35.7,83,0
IND0001068,57,Employed_FT,66130,592,0,0,120,120,57.3,71,0
IND0001069,34,Unemployed,8811,548,0,0,27,27,61.8,67,0
IND0001070,46,Contract,23745,589,0,0,172,172,52.7,79,0
IND0001071,40,Employed_FT,42852,722,0,0,70,70,22.4,95,0
IND0001072,48,Contract,21769,621,0,0,40,40,45.7,77,0
IND0001073,42,Employed_FT,81718,678,0,0,48,48,43.1,91,0
IND0001074,23,Employed_FT,66374,786,0,0,9,9,0.2,100,0
IND0001075,55,Self_Employed,74530,697,0,0,88,88,32.1,89,0
IND0001076,34,Self_Employed,24973,704,0,0,78,78,38.2,93,0
IND0001077,19,Student,11505,565,0,0,5,5,71.8,64,1
IND0001078,35,Employed_FT,103673,818,0,0,53,53,0,100,0
IND0001079,62,Retired,19072,682,0,0,105,105,42.5,80,0
IND0001080,53,Self_Employed,54076,687,0,0,32,32,45.3,90,0
IND0001081,36,Employed_PT,16194,753,0,0,36,36,26.5,97,0
IND0001082,36,Employed_FT,51391,685,0,0,82,82,30.7,88,0
IND0001083,36,Employed_FT,42356,686,0,0,74,74,23.7,80,0
IND0001084,70,Retired,55848,700,0,0,95,95,35.5,82,0
IND0001085,46,Employed_FT,71053,656,0,0,58,58,38.3,91,0
IND0001086,47,Employed_FT,126417,742,0,0,29,29,12.7,96,0
IND0001087,55,Employed_FT,73997,720,0,0,69,69,26,97,0
IND0001088,44,Self_Employed,82625,626,0,0,97,97,47.6,73,0
IND0001089,37,Employed_FT,45885,627,0,0,3,3,45.5,75,0
IND0001090,38,Contract,25297,625,0,0,51,51,41.6,80,0
IND0001091,40,Employed_FT,82262,637,0,0,58,58,44.3,72,0
IND0001092,40,Employed_FT,97010,605,0,0,90,90,40.9,67,1
IND0001093,51,Employed_FT,98961,716,0,0,211,211,25.7,100,0
IND0001094,42,Employed_FT,76776,746,0,0,139,139,16.9,99,0
IND0001095,51,Employed_FT,49217,784,0,0,123,123,0,100,0
IND0001096,40,Retired,52689,363,12,180,0,47,69.8,0,1
IND0001097,42,Employed_PT,42291,683,0,0,111,111,41.9,86,0
IND0001098,18,Employed_PT,67227,566,4,32,0,2,52.5,46,0
IND0001099,54,Employed_FT,43017,708,0,0,77,77,34.3,92,0
IND0001100,46,Self_Employed,117287,662,2,23,29,77,36,74,0
IND0001101,55,Employed_PT,49312,762,0,0,89,89,16.7,99,0
IND0001102,18,Student,10571,662,0,0,3,3,52.7,72,0
IND0001103,70,Retired,73960,596,0,0,155,155,60.5,62,0
IND0001104,39,Contract,56247,562,3,109,0,57,35.2,56,0
IND0001105,57,Employed_PT,22402,691,0,0,184,184,17.1,88,0
IND0001106,26,Contract,42800,628,2,124,28,74,42.9,75,0
IND0001107,50,Contract,27555,489,8,60,0,175,43.1,41,0
IND0001108,26,Unemployed,7034,574,0,0,50,50,58.9,71,1
IND0001109,32,Employed_FT,84849,693,0,0,35,35,27.9,93,0
IND0001110,68,Retired,64865,583,0,0,94,94,65.3,74,0
IND0001111,38,Employed_PT,29837,596,0,0,90,90,35.9,71,0
IND0001112,44,Self_Employed,43859,663,0,0,227,227,39.6,90,0
IND0001113,53,Retired,49289,603,3,46,9,99,51.1,72,0
IND0001114,48,Employed_FT,86976,602,3,48,15,161,50.3,57,0
IND0001115,43,Employed_FT,25455,649,0,0,120,120,43.5,81,0
IND0001116,46,Employed_FT,71418,685,0,0,35,35,20.5,83,0
IND0001117,75,Retired,42566,667,0,0,50,50,33.6,79,0
IND0001118,40,Employed_FT,100547,710,0,0,159,159,30.2,91,0
IND0001119,44,Employed_PT,38382,665,0,0,159,159,33.5,88,0
IND0001120,56,Employed_FT,91296,688,0,0,112,112,33.7,92,0
IND0001121,56,Employed_PT,30496,744,0,0,66,66,34,98,0
IND0001122,58,Self_Employed,85710,759,0,0,59,59,17,100,0
IND0001123,50,Employed_FT,120840,747,0,0,36,36,15.8,100,0
IND0001124,25,Employed_FT,61695,751,0,0,37,37,18.9,100,0
IND0001125,64,Self_Employed,92915,727,0,0,40,40,17.2,93,0
IND0001126,25,Employed_PT,12776,650,0,0,14,14,43.8,78,0
IND0001127,45,Contract,47908,680,0,0,101,101,22.5,92,0
IND0001128,30,Contract,14118,559,4,61,12,80,49.6,48,0
IND0001129,40,Student,11298,684,0,0,111,111,26.9,90,0
IND0001130,46,Self_Employed,81183,767,0,0,211,211,27.2,100,0
IND0001131,45,Unemployed,18289,645,0,0,135,135,36.5,86,0
IND0001132,47,Contract,30137,687,0,0,222,222,36.4,93,0
IND0001133,64,Unemployed,16378,579,5,27,11,40,61.5,58,1
IND0001134,47,Employed_FT,134709,688,6,54,5,93,22,58,0
IND0001135,38,Student,9845,657,0,0,70,70,40.8,87,0
IND0001136,54,Employed_FT,33003,649,0,0,69,69,38.2,84,0
IND0001137,58,Employed_PT,38870,674,0,0,207,207,43.7,88,0
IND0001138,24,Employed_FT,35661,744,0,0,20,20,8.2,95,0
IND0001139,49,Employed_FT,47288,721,0,0,195,195,26.3,91,0
IND0001140,51,Employed_FT,101507,708,0,0,101,101,47.9,91,0
IND0001141,37,Employed_FT,152089,736,1,12,40,40,27.4,96,0
IND0001142,60,Employed_FT,45269,623,3,11,14,98,27.8,64,0
IND0001143,39,Contract,37049,783,0,0,171,171,9.1,100,0
IND0001144,43,Employed_FT,49373,609,0,0,124,124,52.5,82,0
IND0001145,39,Employed_FT,49517,681,0,0,39,39,43.6,85,1
IND0001146,41,Employed_FT,135735,459,8,144,0,120,56.2,24,1
IND0001147,26,Self_Employed,44525,678,0,0,49,49,43.8,77,0
IND0001148,21,Student,8935,394,8,180,1,9,54.1,9,1
IND0001149,63,Employed_FT,168130,745,0,0,110,110,13.2,96,0
IND0001150,29,Employed_FT,84192,732,0,0,57,57,26.4,100,0
IND0001151,27,Self_Employed,124762,736,0,0,34,34,23.5,86,0
IND0001152,18,Student,7789,652,0,0,4,4,41,89,0
IND0001153,32,Employed_FT,44343,575,4,36,0,46,32.2,62,0
IND0001154,22,Student,6868,598,0,0,20,20,54.6,70,0
IND0001155,64,Retired,78022,789,0,0,134,134,0,100,0
IND0001156,55,Employed_FT,143738,822,0,0,273,273,5.8,100,0
IND0001157,31,Self_Employed,46427,685,3,28,28,84,26.7,68,0
IND0001158,73,Retired,39708,671,0,0,61,61,21.7,85,0
IND0001159,55,Employed_FT,71215,791,0,0,168,168,7.1,100,0
IND0001160,36,Employed_FT,29402,566,4,25,7,7,28.8,60,0
IND0001161,18,Student,9029,694,1,24,1,3,33.9,90,0
IND0001162,73,Retired,79854,791,0,0,151,151,0,100,0
IND0001163,22,Employed_PT,16695,585,3,38,8,8,59.6,52,1
IND0001164,18,Student,14617,726,0,0,4,4,4.7,100,0
IND0001165,55,Self_Employed,37130,746,0,0,187,187,24.6,100,0
IND0001166,75,Unemployed,13658,722,0,0,169,169,15.6,90,0
IND0001167,60,Employed_FT,52016,657,0,0,168,168,41.8,90,0
IND0001168,49,Self_Employed,33220,605,0,0,144,144,45.4,74,0
IND0001169,49,Student,25325,687,0,0,164,164,32.9,100,0
IND0001170,53,Contract,75285,541,6,40,13,29,48.1,45,1
IND0001171,52,Employed_FT,46095,733,0,0,208,208,16.1,100,0
IND0001172,45,Employed_PT,31358,730,0,0,145,145,14.9,100,0
IND0001173,42,Employed_FT,74177,786,0,0,39,39,19.8,100,0
IND0001174,40,Employed_FT,24976,560,4,38,0,88,43.6,53,1
IND0001175,30,Employed_FT,36859,748,0,0,41,41,27.3,97,0
IND0001176,37,Employed_FT,134570,780,0,0,49,49,9.8,100,0
IND0001177,18,Employed_PT,16681,670,0,0,6,6,49.7,82,0
IND0001178,40,Employed_FT,103210,614,3,13,9,98,33.9,61,1
IND0001179,27,Self_Employed,27561,601,5,16,12,28,9,65,0
IND0001180,26,Employed_FT,78783,679,0,0,15,15,30.4,83,0
IND0001181,44,Employed_FT,59644,719,0,0,109,109,14.1,100,0
IND0001182,60,Employed_FT,68699,682,0,0,92,92,31.3,87,0
IND0001183,54,Employed_FT,169017,705,0,0,113,113,26.7,89,0
IND0001184,19,Employed_PT,14547,669,0,0,5,5,45.1,82,0
IND0001185,27,Retired,48960,676,0,0,26,26,31.9,87,0
IND0001186,54,Employed_FT,87333,688,0,0,121,121,20.1,89,0
IND0001187,27,Employed_FT,250000,703,0,0,7,7,37.1,85,0
IND0001188,38,Contract,25745,640,2,9,21,53,48.4,67,0
IND0001189,49,Employed_FT,63087,797,0,0,76,76,10.7,100,0
IND0001190,27,Contract,82692,819,0,0,19,19,9.6,100,0
IND0001191,42,Employed_FT,63650,673,2,13,49,110,19.1,89,0
IND0001192,22,Employed_PT,25469,781,0,0,27,27,29.9,99,0
IND0001193,33,Employed_FT,103169,693,5,24,34,68,15.5,71,0
IND0001194,45,Employed_FT,60721,687,0,0,92,92,35.6,98,0
IND0001195,19,Student,6786,540,0,0,3,3,76.2,56,0
IND0001196,47,Unemployed,18942,562,8,70,0,220,53.8,51,1
IND0001197,41,Employed_PT,37588,657,0,0,56,56,45.3,89,0
IND0001198,49,Self_Employed,55013,566,4,86,0,62,52.7,60,1
IND0001199,44,Employed_PT,23666,428,9,41,0,179,50.7,21,1
IND0001200,60,Employed_FT,51519,742,0,0,183,183,27.8,100,0
IND0001201,43,Self_Employed,114017,730,0,0,184,184,22.2,100,0
IND0001202,35,Employed_FT,47512,582,0,0,62,62,58.5,74,0
IND0001203,43,Employed_PT,20626,545,6,99,4,49,28,49,0
IND0001204,49,Employed_FT,43471,760,0,0,122,122,11.2,100,0
IND0001205,42,Self_Employed,82238,636,0,0,46,46,36,76,0
IND0001206,42,Unemployed,9120,676,3,22,12,12,17.8,87,0
IND0001207,31,Employed_FT,24208,603,3,47,24,52,25.9,60,0
IND0001208,32,Employed_FT,37626,713,0,0,49,49,4.7,94,0
IND0001209,21,Employed_PT,22793,606,0,0,4,4,39.8,75,0
IND0001210,65,Retired,43207,648,3,38,27,29,27.3,75,0
IND0001211,24,Self_Employed,54871,712,0,0,47,47,40,94,0
IND0001212,31,Student,11676,691,0,0,22,22,31.2,83,0
IND0001213,31,Employed_FT,31663,704,0,0,79,79,11.1,95,0
IND0001214,54,Employed_FT,49781,704,0,0,166,166,20.5,98,0
IND0001215,37,Self_Employed,173690,850,0,0,120,120,7.8,100,0
IND0001216,58,Employed_FT,150562,850,0,0,203,203,0,100,0
IND0001217,32,Employed_FT,74790,626,0,0,17,17,32.3,82,0
IND0001218,45,Unemployed,13204,355,11,180,4,40,70.1,7,1
IND0001219,29,Self_Employed,118327,749,0,0,40,40,5.5,91,0
IND0001220,71,Retired,29951,769,0,0,195,195,15.7,100,0
IND0001221,24,Employed_FT,65435,743,0,0,12,12,29.8,97,0
IND0001222,45,Self_Employed,38037,703,0,0,78,78,31.9,84,0
IND0001223,50,Employed_PT,19821,689,0,0,79,79,16.2,86,0
IND0001224,47,Contract,71832,771,0,0,70,70,20,99,0
IND0001225,38,Employed_FT,111449,795,0,0,115,115,13.8,100,0
IND0001226,39,Unemployed,9236,565,0,0,109,109,76.5,66,0
IND0001227,42,Self_Employed,175885,655,0,0,146,146,42.9,81,0
IND0001228,39,Self_Employed,78113,692,0,0,40,40,22.7,85,0
IND0001229,54,Self_Employed,48647,708,0,0,103,103,14.1,87,0
IND0001230,72,Retired,29358,693,0,0,164,164,32.7,84,0
IND0001231,33,Student,26120,737,0,0,71,71,31.4,85,0
IND0001232,22,Student,15627,752,0,0,10,10,29.7,95,0
IND0001233,40,Employed_FT,104677,818,0,0,232,232,0,100,0
IND0001234,77,Self_Employed,18971,714,0,0,115,115,23.3,99,0
